,University,Department,State,Gender,Rank,Qualification,EmploymentType,Age,YearsOfExperience,Publications,PerformanceScore,AbsenceDays,CoursesTaught,StudentsSupervised,PayrollCategory,ResearchProductivity,TeachingLoad,Performance,YearsStudents
7542,University of Lagos,Education,Bauchi,Female,Lecturer ii,Ph.D,Full-time staff,35,6,5,4.8,2,6,21,Medium,0.7143,0.2727,15.8,3.0
7543,Federal University of Technology Minna,Nursing,Taraba,Female,Lecturer ii,Ph.D,Full-time staff,31,8,5,3.8,4,6,18,High,0.5556,0.3158,16.8,2.0
7544,Obafemi Awolowo University,Medicine,Kano,Female,Lecturer ii,M.Phil,Full-time staff,29,4,4,3.8,1,1,4,Medium,0.8,0.2,11.8,0.8
7545,University of Lagos,Accounting,Kwara,Female,Lecturer ii,Ph.D,Full-time staff,37,6,4,4.0,1,6,11,High,0.5714,0.5,14.0,1.5714
7546,University of Nigeria Nsukka,History,Benue,Female,Lecturer ii,Ph.D,Full-time staff,28,6,6,6.2,0,4,11,Medium,0.8571,0.3333,18.2,1.5714
7547,Nnamdi Azikiwe University,Pharmacy,Kaduna,Male,Associate professor,M.Sc,Adjunct staff,49,27,12,8.9,2,1,8,Executive,0.4286,0.1111,47.9,0.2857
7548,Obafemi Awolowo University,Nursing,Bauchi,Female,Lecturer ii,Ph.D,Full-time staff,30,4,1,4.2,5,1,13,Medium,0.2,0.0714,9.2,2.6
7549,University of Lagos,Engineering,Abuja,Female,Associate professor,B.Ed,Full-time staff,57,30,4,9.3,6,6,20,Executive,0.129,0.2857,43.3,0.6452
7550,Abubakar Tafawa Balewa University Bauchi,Chemistry,Niger,Female,Professor,M.Sc,Full-time staff,56,38,13,7.6,8,3,8,Executive,0.3333,0.3333,58.6,0.2051
7551,Obafemi Awolowo University,Engineering,Plateau,Female,Graduate assistant,Ph.D,Full-time staff,28,1,2,6.4,0,1,11,Low,1.0,0.0833,9.4,5.5
7552,Abubakar Tafawa Balewa University Bauchi,Statistics,Rivers,Female,Professor,B.Tech,Full-time staff,58,29,18,8.3,1,7,11,Executive,0.6,0.5833,55.3,0.3667
7553,University of Ilorin,Engineering,Kwara,Female,Lecturer ii,Ph.D,Contract staff,33,4,2,6.5,5,5,24,Medium,0.4,0.2,12.5,4.8
7554,Nnamdi Azikiwe University,English,Sokoto,Female,Associate professor,Ph.D,Adjunct staff,57,30,11,4.2,0,5,14,Executive,0.3548,0.3333,45.2,0.4516
7555,University of Lagos,Engineering,Zamfara,Female,Senior lecturer,Ph.D,Full-time staff,49,21,13,9.9,1,6,11,Executive,0.5909,0.5,43.9,0.5
7556,Ahmadu Bello University,Physics,Kaduna,Female,Lecturer ii,M.Sc,Contract staff,31,6,8,9.9,0,1,21,Medium,1.1429,0.0455,23.9,3.0
7557,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Anambra,Female,Lecturer ii,Ph.D,Full-time staff,26,4,7,9.7,4,7,8,Medium,1.4,0.7778,20.7,1.6
7558,Nnamdi Azikiwe University,Engineering,Oyo,Female,Associate professor,M.Sc,Full-time staff,47,25,15,4.3,2,5,2,Executive,0.5769,1.6667,44.3,0.0769
7559,Abubakar Tafawa Balewa University Bauchi,English,Anambra,Female,Lecturer ii,Ph.D,Adjunct staff,28,6,2,6.7,1,3,14,Medium,0.2857,0.2,14.7,2.0
7560,University of Benin,Geography,Zamfara,Female,Associate professor,Ph.D,Full-time staff,45,20,8,7.3,0,3,13,Executive,0.381,0.2143,35.3,0.619
7561,University of Lagos,History,Adamawa,Female,Professor,B.Sc,Full-time staff,57,29,9,5.8,1,6,6,Executive,0.3,0.8571,43.8,0.2
7562,Federal University of Technology Minna,Library science,Kano,Female,Lecturer ii,M.Tech,Full-time staff,37,9,6,7.8,5,4,11,Medium,0.6,0.3333,22.8,1.1
7563,Federal University of Technology Minna,Economics,Benue,Female,Lecturer i,M.Sc,Full-time staff,37,13,3,9.8,4,5,13,High,0.2143,0.3571,25.8,0.9286
7564,Federal University of Technology Minna,Architecture,Imo,Female,Lecturer i,M.Sc,Full-time staff,36,9,4,4.7,1,1,10,High,0.4,0.0909,17.7,1.0
7565,University of Lagos,Engineering,Niger,Female,Lecturer i,Ph.D,Contract staff,36,7,9,9.5,1,3,21,High,1.125,0.1364,25.5,2.625
7566,University of Nigeria Nsukka,Geography,Katsina,Female,Senior lecturer,MBA,Full-time staff,44,21,5,7.8,4,1,15,Executive,0.2273,0.0625,33.8,0.6818
7567,University of Lagos,English,Niger,Male,Assistant lecturer,M.Sc,Full-time staff,33,6,1,8.2,0,2,3,Low,0.1429,0.5,15.2,0.4286
7568,Abubakar Tafawa Balewa University Bauchi,Agriculture,Benue,Female,Senior lecturer,M.Sc,Contract staff,42,14,10,7.4,4,4,19,Executive,0.6667,0.2,31.4,1.2667
7569,Nnamdi Azikiwe University,English,Bauchi,Female,Senior lecturer,Ph.D,Adjunct staff,39,12,7,5.7,4,7,16,Executive,0.5385,0.4118,24.7,1.2308
7570,University of Nigeria Nsukka,Computer science,Katsina,Female,Professor,B.Sc,Part-time staff,63,36,14,6.5,7,7,11,Executive,0.3784,0.5833,56.5,0.2973
7571,University of Lagos,History,Niger,Female,Graduate assistant,Ph.D,Full-time staff,26,1,1,7.1,2,3,1,Low,0.5,1.5,9.1,0.5
7572,University of Lagos,English,Sokoto,Female,Associate professor,MBA,Full-time staff,43,18,12,4.4,1,3,6,Executive,0.6316,0.4286,34.4,0.3158
7573,University of Nigeria Nsukka,Medicine,Zamfara,Male,Senior lecturer,M.Sc,Visiting staff,34,12,5,6.3,3,3,5,Executive,0.3846,0.5,23.3,0.3846
7574,Bayero University Kano,Mathematics,Katsina,Female,Graduate assistant,Ph.D,Full-time staff,24,0,0,5.4,5,4,3,Low,0.0,1.0,5.4,3.0
7575,University of Benin,Nursing,Taraba,Female,Lecturer i,Ph.D,Full-time staff,36,14,7,7.2,5,3,2,Medium,0.4667,1.0,28.2,0.1333
7576,Nnamdi Azikiwe University,Computer science,Kwara,Male,Lecturer i,MBA,Visiting staff,36,7,9,8.8,1,6,18,High,1.125,0.3158,24.8,2.25
7577,Nnamdi Azikiwe University,Law,Plateau,Female,Lecturer ii,Ph.D,Full-time staff,31,9,4,7.8,2,7,10,Medium,0.4,0.6364,20.8,1.0
7578,Bayero University Kano,Pharmacy,Oyo,Female,Lecturer ii,Ph.D,Full-time staff,30,4,1,8.1,3,5,5,Medium,0.2,0.8333,13.1,1.0
7579,Nnamdi Azikiwe University,Nursing,Taraba,Male,Lecturer i,M.Sc,Full-time staff,40,12,7,8.1,1,3,24,High,0.5385,0.12,27.1,1.8462
7580,Nnamdi Azikiwe University,Accounting,Enugu,Female,Lecturer i,Ph.D,Full-time staff,33,9,4,8.8,3,3,13,High,0.4,0.2143,21.8,1.3
7581,University of Lagos,Physics,Benue,Female,Lecturer i,Ph.D,Full-time staff,34,7,8,7.3,5,5,13,High,1.0,0.3571,22.3,1.625
7582,Bayero University Kano,History,Benue,Female,Lecturer i,Ph.D,Full-time staff,37,0,2,8.9,0,3,7,High,2.0,0.375,10.9,7.0
7583,Federal University of Technology Minna,Physics,Bauchi,Female,Lecturer i,Ph.D,Full-time staff,36,14,4,9.8,4,1,11,Medium,0.2667,0.0833,27.8,0.7333
7584,Ahmadu Bello University,History,Bauchi,Female,Senior lecturer,M.Ed,Full-time staff,48,21,13,7.6,3,7,6,Executive,0.5909,1.0,41.6,0.2727
7585,University of Nigeria Nsukka,History,Enugu,Female,Professor,Ph.D,Full-time staff,57,40,17,9.9,8,4,8,Executive,0.4146,0.4444,66.9,0.1951
7586,Bayero University Kano,Agriculture,Abuja,Female,Lecturer ii,M.Sc,Full-time staff,31,7,5,6.0,3,5,13,Medium,0.625,0.3571,18.0,1.625
7587,University of Ilorin,Computer science,Rivers,Female,Senior lecturer,M.Sc,Full-time staff,40,14,11,5.8,5,12,17,Executive,0.7333,0.6667,30.8,1.1333
7588,Nnamdi Azikiwe University,Accounting,Sokoto,Female,Lecturer i,Ph.D,Full-time staff,38,9,10,3.5,5,7,10,High,1.0,0.6364,22.5,1.0
7589,Bayero University Kano,Accounting,Bauchi,Male,Lecturer ii,MBA,Contract staff,31,9,3,6.0,0,4,23,Medium,0.3,0.1667,18.0,2.3
7590,Obafemi Awolowo University,Statistics,Abuja,Female,Assistant lecturer,B.Tech,Full-time staff,29,2,5,5.3,2,3,11,Medium,1.6667,0.25,12.3,3.6667
7591,Abubakar Tafawa Balewa University Bauchi,Law,Delta,Female,Lecturer i,Ph.D,Part-time staff,36,13,7,4.0,3,6,8,High,0.5,0.6667,24.0,0.5714
7592,Nnamdi Azikiwe University,Computer science,Taraba,Female,Associate professor,Ph.D,Full-time staff,50,25,3,5.3,1,3,4,Executive,0.1154,0.6,33.3,0.1538
7593,Ahmadu Bello University,Chemistry,Plateau,Female,Assistant lecturer,Ph.D,Part-time staff,27,3,1,9.2,3,6,11,Medium,0.25,0.5,13.2,2.75
7594,University of Nigeria Nsukka,Engineering,Imo,Male,Associate professor,MBA,Full-time staff,50,24,6,3.9,261,7,14,Executive,0.24,0.4667,33.9,0.56
7595,Bayero University Kano,Economics,Plateau,Female,Lecturer ii,M.Tech,Full-time staff,30,5,2,5.0,4,0,21,Medium,0.3333,0.0,12.0,3.5
7596,University of Benin,Statistics,Katsina,Female,Lecturer ii,Ph.D,Full-time staff,33,9,2,4.2,1,5,12,Medium,0.2,0.3846,15.2,1.2
7597,Ahmadu Bello University,Accounting,Adamawa,Female,Graduate assistant,Ph.D,Contract staff,25,1,2,8.4,3,6,4,Low,1.0,1.2,11.4,2.0
7598,Nnamdi Azikiwe University,Agriculture,Rivers,Female,Senior lecturer,M.Sc,Full-time staff,43,14,8,6.4,1,2,20,High,0.5333,0.0952,28.4,1.3333
7599,Ahmadu Bello University,Biology,Adamawa,Female,Senior lecturer,M.Sc,Full-time staff,42,13,12,9.6,2,3,3,Executive,0.8571,0.75,34.6,0.2143
7600,Ahmadu Bello University,Statistics,Taraba,Male,Assistant lecturer,B.Sc,Full-time staff,32,6,5,5.5,1,4,3,Medium,0.7143,1.0,16.5,0.4286
7601,University of Nigeria Nsukka,Law,Delta,Female,Lecturer i,Ph.D,Full-time staff,36,12,5,7.4,2,7,11,Medium,0.3846,0.5833,24.4,0.8462
7602,Federal University of Technology Minna,Law,Anambra,Male,Lecturer ii,M.Phil,Full-time staff,32,9,3,7.5,2,3,8,Medium,0.3,0.3333,19.5,0.8
7603,Ahmadu Bello University,Physics,Anambra,Female,Lecturer i,B.Sc,Full-time staff,33,8,2,4.5,1,3,18,High,0.2222,0.1579,14.5,2.0
7604,Nnamdi Azikiwe University,Library science,Enugu,Female,Senior lecturer,M.Sc,Full-time staff,42,0,14,9.8,1,4,13,Executive,14.0,0.2857,23.8,13.0
7605,University of Lagos,History,Sokoto,Female,Associate professor,Ph.D,Full-time staff,54,29,9,9.7,6,5,18,Executive,0.3,0.2632,47.7,0.6
7606,University of Benin,Chemistry,Benue,Female,Senior lecturer,Ph.D,Full-time staff,45,20,0,7.4,0,2,21,Executive,0.0,0.0909,27.4,1.0
7607,Federal University of Technology Minna,Pharmacy,Sokoto,Male,Associate professor,Ph.D,Full-time staff,52,25,16,5.9,3,1,7,Executive,0.6154,0.125,46.9,0.2692
7608,University of Ilorin,Law,Lagos,Female,Professor,M.Sc,Adjunct staff,60,38,18,6.9,3,7,12,Executive,0.4615,0.5385,62.9,0.3077
7609,Nnamdi Azikiwe University,Mathematics,Enugu,Female,Lecturer i,M.Sc,Full-time staff,42,10,0,3.9,2,1,21,High,0.0,0.0455,13.9,1.9091
7610,University of Benin,English,Abuja,Female,Senior lecturer,M.Ed,Full-time staff,42,13,11,3.8,0,4,13,Executive,0.7857,0.2857,27.8,0.9286
7611,University of Benin,Accounting,Plateau,Female,Senior lecturer,Ph.D,Full-time staff,47,21,8,3.6,2,3,8,Executive,0.3636,0.3333,32.6,0.3636
7612,University of Lagos,Economics,Kwara,Female,Associate professor,M.Sc,Part-time staff,47,25,14,4.7,6,4,15,Executive,0.5385,0.25,43.7,0.5769
7613,Federal University of Technology Minna,Agriculture,Abuja,Male,Lecturer i,Ph.D,Full-time staff,32,10,0,9.8,6,3,22,High,0.0,0.1304,19.8,2.0
7614,University of Benin,Library science,Oyo,Female,Senior lecturer,M.Phil,Full-time staff,44,21,5,6.3,0,1,8,Executive,0.2273,0.1111,32.3,0.3636
7615,University of Benin,Physics,Abuja,Female,Senior lecturer,B.Sc,Adjunct staff,35,16,3,4.1,5,2,21,High,0.1765,0.0909,23.1,1.2353
7616,Ahmadu Bello University,Computer science,Kano,Female,Graduate assistant,Ph.D,Full-time staff,32,3,4,6.9,2,4,3,Low,1.0,1.0,13.9,0.75
7617,Nnamdi Azikiwe University,Agriculture,Zamfara,Female,Lecturer i,M.Phil,Part-time staff,37,10,5,8.1,0,4,10,High,0.4545,0.3636,23.1,0.9091
7618,University of Ilorin,Computer science,Rivers,Female,Lecturer ii,Ph.D,Full-time staff,38,9,1,5.4,5,2,11,Medium,0.1,0.1667,15.4,1.1
7619,University of Ilorin,Architecture,Adamawa,Female,Assistant lecturer,M.Sc,Adjunct staff,29,5,2,6.2,3,7,4,Medium,0.3333,1.4,13.2,0.6667
7620,Nnamdi Azikiwe University,Agriculture,Anambra,Female,Lecturer i,Ph.D,Full-time staff,34,9,7,4.8,2,7,19,High,0.7,0.35,20.8,1.9
7621,University of Nigeria Nsukka,Education,Kaduna,Female,Lecturer ii,M.Sc,Full-time staff,32,6,9,5.9,1,2,20,Medium,1.2857,0.0952,20.9,2.8571
7622,Federal University of Technology Minna,Nursing,Abuja,Male,Lecturer ii,M.Sc,Full-time staff,32,7,6,3.9,2,4,10,Medium,0.75,0.3636,16.9,1.25
7623,Bayero University Kano,Biology,Plateau,Female,Graduate assistant,M.Phil,Full-time staff,31,2,2,6.3,0,6,3,Low,0.6667,1.5,10.3,1.0
7624,Federal University of Technology Minna,Nursing,Enugu,Female,Assistant lecturer,Ph.D,Full-time staff,28,6,7,5.1,5,12,2,Medium,1.0,4.0,18.1,0.2857
7625,Abubakar Tafawa Balewa University Bauchi,History,Benue,Male,Lecturer i,Ph.D,Full-time staff,37,15,1,4.7,1,5,18,High,0.0625,0.2632,20.7,1.125
7626,Nnamdi Azikiwe University,Geography,Sokoto,Female,Associate professor,Ph.D,Full-time staff,48,26,6,7.0,5,7,15,Executive,0.2222,0.4375,39.0,0.5556
7627,Nnamdi Azikiwe University,Agriculture,Benue,Female,Lecturer i,M.Sc,Contract staff,41,12,5,8.9,5,3,2,High,0.3846,1.0,25.9,0.1538
7628,Obafemi Awolowo University,Chemistry,Sokoto,Female,Associate professor,B.Sc,Full-time staff,46,23,7,5.0,4,4,3,Executive,0.2917,1.0,35.0,0.125
7629,Obafemi Awolowo University,Law,Delta,Female,Professor,Ph.D,Part-time staff,53,30,6,10.0,2,3,14,Executive,0.1935,0.2,46.0,0.4516
7630,University of Ilorin,Mathematics,Anambra,Female,Assistant lecturer,Ph.D,Full-time staff,27,3,2,8.2,4,5,2,Medium,0.5,1.6667,13.2,0.5
7631,University of Nigeria Nsukka,Law,Lagos,Female,Senior lecturer,MBA,Full-time staff,51,22,15,4.2,2,5,3,Executive,0.6522,1.25,41.2,0.1304
7632,University of Lagos,Library science,Bauchi,Female,Lecturer i,Ph.D,Part-time staff,30,7,5,4.2,3,6,7,High,0.625,0.75,16.2,0.875
7633,University of Lagos,Agriculture,Anambra,Female,Lecturer i,Ph.D,Full-time staff,36,15,6,6.7,2,3,6,Medium,0.375,0.4286,27.7,0.375
7634,Federal University of Technology Minna,Engineering,Taraba,Female,Lecturer i,M.Sc,Full-time staff,36,10,8,9.8,4,5,11,High,0.7273,0.4167,27.8,1.0
7635,Obafemi Awolowo University,History,Imo,Female,Lecturer ii,B.Ed,Part-time staff,33,6,4,5.7,3,3,8,Medium,0.5714,0.3333,15.7,1.1429
7636,University of Ilorin,Medicine,Anambra,Female,Lecturer ii,M.Ed,Full-time staff,36,7,5,7.1,3,5,11,Medium,0.625,0.4167,19.1,1.375
7637,University of Nigeria Nsukka,Medicine,Plateau,Female,Lecturer i,Ph.D,Full-time staff,31,9,2,7.1,5,5,24,Medium,0.2,0.2,18.1,2.4
7638,Ahmadu Bello University,Engineering,Plateau,Female,Associate professor,Ph.D,Full-time staff,51,23,16,7.7,1,1,15,Executive,0.6667,0.0625,46.7,0.625
7639,University of Ilorin,Physics,Enugu,Female,Graduate assistant,Ph.D,Full-time staff,27,3,1,7.0,1,5,4,Medium,0.25,1.0,11.0,1.0
7640,Bayero University Kano,Chemistry,Taraba,Female,Lecturer i,Ph.D,Adjunct staff,35,11,6,4.4,1,12,22,High,0.5,0.5217,21.4,1.8333
7641,Ahmadu Bello University,Medicine,Sokoto,Female,Senior lecturer,M.Sc,Adjunct staff,38,15,9,6.6,5,5,3,Executive,0.5625,1.25,30.6,0.1875
7642,University of Nigeria Nsukka,Computer science,Abuja,Female,Professor,Ph.D,Full-time staff,51,27,16,7.0,2,1,19,Executive,0.5714,0.05,50.0,0.6786
7643,Abubakar Tafawa Balewa University Bauchi,History,Anambra,Female,Associate professor,Ph.D,Full-time staff,50,21,8,5.4,6,4,4,Executive,0.3636,0.8,34.4,0.1818
7644,Federal University of Technology Minna,Pharmacy,Kaduna,Female,Senior lecturer,M.Sc,Adjunct staff,38,15,6,3.7,3,3,19,Executive,0.375,0.15,24.7,1.1875
7645,University of Nigeria Nsukka,Medicine,Zamfara,Female,Associate professor,B.Sc,Full-time staff,56,28,15,8.9,3,2,13,Executive,0.5172,0.1429,51.9,0.4483
7646,University of Ilorin,Engineering,Kano,Male,Graduate assistant,Ph.D,Full-time staff,24,2,0,5.7,4,2,3,Low,0.0,0.5,7.7,1.0
7647,Bayero University Kano,Physics,Zamfara,Female,Graduate assistant,M.Sc,Part-time staff,26,1,3,3.5,2,7,0,Low,1.5,7.0,7.5,0.0
7648,University of Ilorin,Biology,Oyo,Male,Senior lecturer,M.Phil,Full-time staff,44,19,10,5.9,4,3,24,Executive,0.5,0.12,34.9,1.2
7649,Obafemi Awolowo University,Biology,Taraba,Female,Lecturer i,Ph.D,Full-time staff,38,14,6,7.1,9,1,11,High,0.4,0.0833,27.1,0.7333
7650,Nnamdi Azikiwe University,Chemistry,Taraba,Female,Lecturer ii,M.Phil,Full-time staff,31,0,9,3.7,2,7,6,Medium,9.0,1.0,12.7,6.0
7651,University of Ilorin,Nursing,Katsina,Female,Assistant lecturer,B.Sc,Full-time staff,27,5,5,10.0,8,2,1,Medium,0.8333,1.0,20.0,0.1667
7652,Abubakar Tafawa Balewa University Bauchi,English,Rivers,Female,Assistant lecturer,M.Phil,Full-time staff,33,4,1,7.1,1,6,2,Medium,0.2,2.0,12.1,0.4
7653,University of Lagos,Mathematics,Enugu,Female,Lecturer i,Ph.D,Full-time staff,35,8,6,8.4,2,1,13,High,0.6667,0.0714,22.4,1.4444
7654,University of Lagos,Medicine,Kaduna,Female,Lecturer i,M.Ed,Full-time staff,35,13,7,3.8,2,2,23,High,0.5,0.0833,23.8,1.6429
7655,Federal University of Technology Minna,Pharmacy,Delta,Female,Lecturer ii,Ph.D,Contract staff,32,7,8,8.3,7,2,18,Medium,1.0,0.1053,23.3,2.25
7656,Nnamdi Azikiwe University,Physics,Benue,Female,Lecturer i,M.Sc,Contract staff,44,15,3,3.9,3,6,7,High,0.1875,0.75,21.9,0.4375
7657,University of Nigeria Nsukka,Chemistry,Katsina,Female,Lecturer ii,Ph.D,Part-time staff,35,7,6,9.0,5,4,8,Medium,0.75,0.4444,22.0,1.0
7658,Obafemi Awolowo University,Economics,Abuja,Female,Associate professor,M.Sc,Full-time staff,46,22,15,6.3,7,1,24,Executive,0.6522,0.04,43.3,1.0435
7659,University of Benin,English,Oyo,Female,Associate professor,Ph.D,Full-time staff,49,25,7,5.4,5,2,18,Executive,0.2692,0.1053,37.4,0.6923
7660,Abubakar Tafawa Balewa University Bauchi,Geography,Anambra,Female,Lecturer i,M.Phil,Full-time staff,41,12,5,7.3,1,2,19,High,0.3846,0.1,24.3,1.4615
7661,Bayero University Kano,English,Bauchi,Female,Lecturer ii,Ph.D,Contract staff,35,7,8,6.5,0,2,22,Medium,1.0,0.087,21.5,2.75
7662,University of Lagos,Computer science,Rivers,Female,Lecturer i,Ph.D,Full-time staff,33,11,1,5.9,5,3,11,High,0.0833,0.25,17.9,0.9167
7663,Ahmadu Bello University,Biology,Imo,Female,Lecturer ii,Ph.D,Contract staff,30,7,5,9.5,1,5,12,Medium,0.625,0.3846,21.5,1.5
7664,Federal University of Technology Minna,Accounting,Abuja,Female,Senior lecturer,M.Ed,Full-time staff,40,14,4,4.3,1,4,5,High,0.2667,0.6667,22.3,0.3333
7665,University of Lagos,Education,Katsina,Female,Lecturer ii,M.Sc,Full-time staff,34,0,2,8.6,2,4,3,Medium,2.0,1.0,10.6,3.0
7666,Nnamdi Azikiwe University,Chemistry,Plateau,Female,Senior lecturer,M.Phil,Full-time staff,44,16,12,6.9,2,6,8,High,0.7059,0.6667,34.9,0.4706
7667,Abubakar Tafawa Balewa University Bauchi,Medicine,Katsina,Female,Lecturer i,Ph.D,Full-time staff,36,11,9,8.4,3,3,23,High,0.75,0.125,28.4,1.9167
7668,University of Ilorin,Physics,Kwara,Male,Assistant lecturer,M.Sc,Full-time staff,26,4,4,6.0,5,3,2,Medium,0.8,1.0,14.0,0.4
7669,Ahmadu Bello University,Biology,Zamfara,Female,Senior lecturer,Ph.D,Contract staff,40,18,4,6.9,0,1,16,Executive,0.2105,0.0588,28.9,0.8421
7670,Nnamdi Azikiwe University,Biology,Bauchi,Female,Associate professor,B.Sc,Full-time staff,49,25,6,5.5,0,6,20,Executive,0.2308,0.2857,36.5,0.7692
7671,University of Ilorin,Mathematics,Adamawa,Female,Lecturer ii,M.Sc,Part-time staff,30,5,6,6.4,2,3,7,Medium,1.0,0.375,17.4,1.1667
7672,Federal University of Technology Minna,Library science,Kano,Female,Senior lecturer,Ph.D,Full-time staff,48,22,0,5.3,6,3,9,High,0.0,0.3,27.3,0.3913
7673,University of Lagos,Pharmacy,Benue,Female,Lecturer ii,Ph.D,Full-time staff,34,8,5,5.9,4,5,11,Medium,0.5556,0.4167,18.9,1.2222
7674,University of Nigeria Nsukka,Statistics,Taraba,Female,Professor,B.Tech,Full-time staff,55,27,13,4.1,1,5,6,Executive,0.4643,0.7143,44.1,0.2143
7675,University of Ilorin,Accounting,Katsina,Male,Lecturer i,Ph.D,Contract staff,42,15,4,10.0,3,3,11,High,0.25,0.25,29.0,0.6875
7676,University of Nigeria Nsukka,Mathematics,Taraba,Female,Lecturer i,M.Phil,Full-time staff,35,9,7,5.3,0,4,3,High,0.7,1.0,21.3,0.3
7677,Ahmadu Bello University,Agriculture,Zamfara,Female,Associate professor,M.Sc,Part-time staff,52,0,3,9.1,3,5,19,Executive,3.0,0.25,12.1,19.0
7678,University of Benin,Statistics,Anambra,Female,Lecturer ii,Ph.D,Contract staff,29,6,5,6.1,6,4,18,Medium,0.7143,0.2105,17.1,2.5714
7679,University of Ilorin,Chemistry,Plateau,Female,Assistant lecturer,M.Sc,Full-time staff,27,2,4,5.1,1,4,0,Medium,1.3333,4.0,11.1,0.0
7680,Abubakar Tafawa Balewa University Bauchi,Nursing,Kano,Female,Professor,Ph.D,Adjunct staff,54,25,12,3.9,2,6,21,Executive,0.4615,0.2727,40.9,0.8077
7681,Bayero University Kano,Education,Lagos,Female,Lecturer i,Ph.D,Full-time staff,36,12,5,7.0,0,2,15,High,0.3846,0.125,24.0,1.1538
7682,University of Nigeria Nsukka,Chemistry,Bauchi,Female,Senior lecturer,Ph.D,Full-time staff,45,20,4,5.8,3,4,20,High,0.1905,0.1905,29.8,0.9524
7683,University of Ilorin,Mathematics,Katsina,Female,Senior lecturer,MBA,Full-time staff,47,19,4,9.9,2,3,21,High,0.2,0.1364,32.9,1.05
7684,University of Lagos,Education,Benue,Female,Senior lecturer,Ph.D,Part-time staff,46,22,7,9.2,0,7,24,High,0.3043,0.28,38.2,1.0435
7685,University of Lagos,Agriculture,Zamfara,Female,Lecturer i,M.Tech,Full-time staff,37,10,6,9.3,5,1,15,Medium,0.5455,0.0625,25.3,1.3636
7686,Nnamdi Azikiwe University,Law,Kaduna,Female,Professor,Ph.D,Full-time staff,61,39,10,6.6,5,1,10,Executive,0.25,0.0909,55.6,0.25
7687,University of Lagos,Mathematics,Oyo,Female,Assistant lecturer,B.Sc,Full-time staff,34,6,4,8.4,3,2,0,Medium,0.5714,2.0,18.4,0.0
7688,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Kaduna,Female,Lecturer ii,LL.B,Adjunct staff,32,7,7,3.9,2,7,5,Medium,0.875,1.1667,17.9,0.625
7689,University of Ilorin,Statistics,Abuja,Female,Lecturer ii,Ph.D,Full-time staff,35,6,4,3.6,2,5,22,Medium,0.5714,0.2174,13.6,3.1429
7690,University of Benin,Agriculture,Enugu,Female,Senior lecturer,Ph.D,Full-time staff,41,13,13,7.3,0,7,11,Executive,0.9286,0.5833,33.3,0.7857
7691,Obafemi Awolowo University,Medicine,Oyo,Female,Lecturer ii,Ph.D,Part-time staff,38,9,3,8.9,0,4,11,Medium,0.3,0.3333,20.9,1.1
7692,University of Benin,Biology,Anambra,Female,Senior lecturer,MBA,Contract staff,47,20,10,5.0,2,1,17,Executive,0.4762,0.0556,35.0,0.8095
7693,Ahmadu Bello University,Physics,Anambra,Female,Lecturer i,M.Sc,Full-time staff,34,12,5,6.0,0,3,17,High,0.3846,0.1667,23.0,1.3077
7694,University of Nigeria Nsukka,Computer science,Delta,Female,Lecturer i,Ph.D,Full-time staff,37,9,9,6.6,2,3,15,High,0.9,0.1875,24.6,1.5
7695,University of Benin,Mathematics,Kano,Female,Associate professor,Ph.D,Adjunct staff,44,18,8,7.2,1,4,22,Executive,0.4211,0.1739,33.2,1.1579
7696,Federal University of Technology Minna,Geography,Adamawa,Female,Lecturer ii,M.Sc,Contract staff,36,9,4,8.3,3,7,9,Medium,0.4,0.7,21.3,0.9
7697,University of Ilorin,Statistics,Niger,Female,Lecturer i,M.Ed,Contract staff,39,13,5,8.4,4,5,16,High,0.3571,0.2941,26.4,1.1429
7698,University of Ilorin,Law,Bauchi,Female,Lecturer ii,M.Sc,Adjunct staff,30,6,7,4.1,5,6,11,Medium,1.0,0.5,17.1,1.5714
7699,Nnamdi Azikiwe University,Biology,Benue,Female,Senior lecturer,Ph.D,Adjunct staff,39,14,8,6.5,1,1,21,Executive,0.5333,0.0455,28.5,1.4
